File1,File2,Window_Size,Step_Size,Absolute_Pitch_Ngrams_File1,Absolute_Pitch_Ngrams_File2,Absolute_Rhythm_Ngrams_File1,Absolute_Rhythm_Ngrams_File2,Relative_Pitch_File1,Relative_Pitch_File2,Relative_Rhythm_File1,Relative_Rhythm_File2,Pitch_Similarity,Pitch_Interpretation,Rhythm_Similarity,Rhythm_Interpretation
005_a_Just_an_Old_Fashioned_Mother_and_Dad.mid,005_b_Near_You.mid,4,1,"[[72, 73, 74, 72, 71, 70, 69, 68, 69, 69, 72, 73, 74, 72, 69, 65, 69, 74, 72, 72, 72, 71, 70, 69, 68, 69, 72, 71, 70, 69, 74, 69, 69, 69, 67, 65, 64, 61, 62, 67, 67, 69, 70, 72, 70, 69, 65, 67, 69, 67, 67, 69, 70, 72, 70, 69, 70, 62, 65, 69, 69, 69]]","[[72, 71, 74, 72, 71, 70, 68, 69, 69, 69, 68, 70, 69, 68, 67, 64, 65, 65, 64, 65, 67, 69, 70, 74, 72, 71, 74, 72, 67, 69, 71, 72, 74, 73, 74, 76, 74, 70, 69, 67, 72, 71, 74, 72, 71, 70, 68, 69, 69, 69, 68, 70, 69, 68, 67, 64, 65, 65]]","[[0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.5, 0.5, 3.0, 2.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 0.5, 0.5, 1.0, 1.5, 0.5, 2.0, 0.5, 0.5, 2.0, 1.0, 2.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.5, 0.5, 3.0, 2.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 2.0]]","[[1.0, 1.0, 2.0, 1.0, 1.0, 4.0, 1.0, 3.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 4.0, 1.0, 3.0, 4.0, 1.0, 1.0, 1.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 4.0, 1.0, 3.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 4.0, 1.0, 3.0, 4.0]]","[1, 1, -2, -1, -1, -1, -1, 1, 0, 3, 1, 1, -2, -3, -4, 4, 5, -2, 0, 0, -1, -1, -1, -1, 1, 3, -1, -1, -1, 5, -5, 0, 0, -2, -2, -1, -3, 1, 5, 0, 2, 1, 2, -2, -1, -4, 2, 2, -2, 0, 2, 1, 2, -2, -1, 1, -8, 3, 4, 0, 0]","[-1, 3, -2, -1, -1, -2, 1, 0, 0, -1, 2, -1, -1, -1, -3, 1, 0, -1, 1, 2, 2, 1, 4, -2, -1, 3, -2, -5, 2, 2, 1, 2, -1, 1, 2, -2, -4, -1, -2, 5, -1, 3, -2, -1, -1, -2, 1, 0, 0, -1, 2, -1, -1, -1, -3, 1, 0]","[1.0, 2.0, 1.0, 1.0, 1.0, 1.5, 0.333, 6.0, 0.667, 0.25, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.667, 0.25, 1.0, 2.0, 1.5, 0.333, 4.0, 0.25, 1.0, 4.0, 0.5, 2.0, 0.25, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.667, 0.25, 1.0, 2.0, 1.0, 1.0, 1.0, 1.5, 0.333, 6.0, 0.667, 0.25, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0.667]","[1.0, 2.0, 0.5, 1.0, 4.0, 0.25, 3.0, 0.667, 0.5, 1.0, 2.0, 0.5, 1.0, 4.0, 0.25, 3.0, 1.333, 0.25, 1.0, 1.0, 1.0, 4.0, 0.25, 1.0, 1.0, 1.0, 4.0, 0.25, 1.0, 1.0, 1.0, 2.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.5, 1.0, 2.0, 0.5, 1.0, 4.0, 0.25, 3.0, 0.667, 0.5, 1.0, 2.0, 0.5, 1.0, 4.0, 0.25, 3.0, 1.333]",10.20%,Low Similarity,14.76%,Low Similarity
