File1,File2,Window_Size,Step_Size,Absolute_Pitch_File1,Absolute_Pitch_File2,Absolute_Rhythm_File1,Absolute_Rhythm_File2,Relative_Pitch_File1,Relative_Pitch_File2,Relative_Rhythm_File1,Relative_Rhythm_File2,Segmented_Pitch_Ngrams_File1,Segmented_Pitch_Ngrams_File2,Segmented_Rhythm_Ngrams_File1,Segmented_Rhythm_Ngrams_File2,Pitch_Similarity,Pitch_Interpretation,Rhythm_Similarity,Rhythm_Interpretation
Mary_Had_a_Little_Lamb.mid,London_Bridge_is_Falling_Down.mid,5,1,"[64, 62, 60, 62, 64, 64, 64, 62, 62, 62, 64, 67, 67, 64, 62, 60, 62, 64, 64, 64, 64, 62, 62, 64, 62, 60, 60]","[67, 69, 67, 65, 64, 65, 67, 62, 64, 65, 64, 65, 67, 67, 69, 67, 65, 64, 65, 67, 62, 67, 64, 60]","['quarter', 'quarter', 'quarter', 'quarter', 'quarter', 'quarter', 'half', 'quarter', 'quarter', 'half', 'quarter', 'quarter', 'half', 'quarter', 'quarter', 'quarter', 'quarter', 'quarter', 'quarter', 'half', 'quarter', 'quarter', 'quarter', 'quarter', 'quarter', 'dotted half', 'quarter']","['dotted quarter', 'eighth', 'quarter', 'quarter', 'quarter', 'quarter', 'half', 'quarter', 'quarter', 'half', 'quarter', 'quarter', 'half', 'dotted quarter', 'eighth', 'quarter', 'quarter', 'quarter', 'quarter', 'half', 'half', 'half', 'quarter', 'dotted half']","[-2, -2, 2, 2, 0, 0, -2, 0, 0, 2, 3, 0, -3, -2, -2, 2, 2, 0, 0, 0, -2, 0, 2, -2, -2, 0]","[2, -2, -2, -1, 1, 2, -5, 2, 1, -1, 1, 2, 0, 2, -2, -2, -1, 1, 2, -5, 5, -3, -4]","[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.5, 1.0, 2.0, 0.5, 1.0, 2.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.5, 1.0, 1.0, 1.0, 1.0, 3.0, 0.333]","[0.333, 2.0, 1.0, 1.0, 1.0, 2.0, 0.5, 1.0, 2.0, 0.5, 1.0, 2.0, 0.75, 0.333, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.5, 3.0]","[[-2, -2, 2, 2], [-2, 2, 2, 0], [2, 2, 0, 0], [2, 0, 0, -2], [0, 0, -2, 0], [0, -2, 0, 0], [-2, 0, 0, 2], [0, 0, 2, 3], [0, 2, 3, 0], [2, 3, 0, -3], [3, 0, -3, -2], [0, -3, -2, -2], [-3, -2, -2, 2], [-2, -2, 2, 2], [-2, 2, 2, 0], [2, 2, 0, 0], [2, 0, 0, 0], [0, 0, 0, -2], [0, 0, -2, 0], [0, -2, 0, 2], [-2, 0, 2, -2], [0, 2, -2, -2], [2, -2, -2, 0]]","[[2, -2, -2, -1], [-2, -2, -1, 1], [-2, -1, 1, 2], [-1, 1, 2, -5], [1, 2, -5, 2], [2, -5, 2, 1], [-5, 2, 1, -1], [2, 1, -1, 1], [1, -1, 1, 2], [-1, 1, 2, 0], [1, 2, 0, 2], [2, 0, 2, -2], [0, 2, -2, -2], [2, -2, -2, -1], [-2, -2, -1, 1], [-2, -1, 1, 2], [-1, 1, 2, -5], [1, 2, -5, 5], [2, -5, 5, -3], [-5, 5, -3, -4]]","[[1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 2.0], [1.0, 1.0, 2.0, 0.5], [1.0, 2.0, 0.5, 1.0], [2.0, 0.5, 1.0, 2.0], [0.5, 1.0, 2.0, 0.5], [1.0, 2.0, 0.5, 1.0], [2.0, 0.5, 1.0, 2.0], [0.5, 1.0, 2.0, 0.5], [1.0, 2.0, 0.5, 1.0], [2.0, 0.5, 1.0, 1.0], [0.5, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 2.0], [1.0, 1.0, 2.0, 0.5], [1.0, 2.0, 0.5, 1.0], [2.0, 0.5, 1.0, 1.0], [0.5, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 3.0], [1.0, 1.0, 3.0, 0.333]]","[[0.333, 2.0, 1.0, 1.0], [2.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 2.0], [1.0, 1.0, 2.0, 0.5], [1.0, 2.0, 0.5, 1.0], [2.0, 0.5, 1.0, 2.0], [0.5, 1.0, 2.0, 0.5], [1.0, 2.0, 0.5, 1.0], [2.0, 0.5, 1.0, 2.0], [0.5, 1.0, 2.0, 0.75], [1.0, 2.0, 0.75, 0.333], [2.0, 0.75, 0.333, 2.0], [0.75, 0.333, 2.0, 1.0], [0.333, 2.0, 1.0, 1.0], [2.0, 1.0, 1.0, 1.0], [1.0, 1.0, 1.0, 2.0], [1.0, 1.0, 2.0, 1.0], [1.0, 2.0, 1.0, 1.0], [2.0, 1.0, 1.0, 0.5], [1.0, 1.0, 0.5, 3.0]]",6.24%,Low Similarity,11.56%,Low Similarity
